0.00000000e+00 2.53315308e+03 -3.58574097e+02
0.00000000e+00 2.41748389e+03 -2.29024805e+03
0.00000000e+00 2.84545898e+03 -1.89697302e+03
0.00000000e+00 3.30813501e+03 -2.37121606e+03
0.00000000e+00 2.78762500e+03 -2.70665601e+03
0.00000000e+00 3.29656909e+03 -3.03053003e+03
0.00000000e+00 2.99582910e+03 -4.03685107e+03
0.00000000e+00 2.98426196e+03 -3.05366406e+03
0.00000000e+00 2.54471997e+03 -4.41855908e+03
0.00000000e+00 1.63093396e+03 -4.68459717e+03
0.00000000e+00 1.79287097e+03 -4.55736084e+03
0.00000000e+00 3.23873413e+02 -5.23980908e+03
0.00000000e+00 -2.54472000e+02 -5.48271387e+03
0.00000000e+00 -1.21452502e+03 -6.62783789e+03
0.00000000e+00 -2.19771191e+03 -5.48271387e+03
0.00000000e+00 -2.84545898e+03 -7.11364795e+03
0.00000000e+00 -4.34915723e+03 -7.11364795e+03
0.00000000e+00 -4.51109424e+03 -6.22299609e+03
0.00000000e+00 -5.78345410e+03 -6.58156982e+03
0.00000000e+00 -6.10732715e+03 -6.50060205e+03
0.00000000e+00 -6.85917578e+03 -4.60362891e+03
0.00000000e+00 -7.18304883e+03 -4.38385791e+03
0.00000000e+00 -7.57632422e+03 -1.78130396e+03
0.00000000e+00 -7.55318994e+03 -1.90854004e+03
0.00000000e+00 -7.72669385e+03 1.63093396e+03
0.00000000e+00 -7.56475684e+03 4.88123486e+03
0.00000000e+00 -7.42595410e+03 2.35964893e+03
0.00000000e+00 -6.44276709e+03 1.03986504e+04
0.00000000e+00 -6.06105908e+03 7.73826123e+03
0.00000000e+00 -5.80658691e+03 1.21683896e+04
0.00000000e+00 -3.34283594e+03 1.11967695e+04
0.00000000e+00 -3.08836401e+03 1.31515703e+04
0.00000000e+00 -8.67518005e+02 1.44355000e+04
0.00000000e+00 -1.15669098e+02 1.14165400e+04
0.00000000e+00 3.00739600e+03 1.22609199e+04
0.00000000e+00 5.12414014e+03 1.14396699e+04
0.00000000e+00 4.80026709e+03 8.53637793e+03
-8.55951111e+02 9.58896582e+03 6.30396387e+03
-1.15669104e+03 9.69306836e+03 0.00000000e+00
-2.89172699e+02 1.19833203e+04 0.00000000e+00
1.42272998e+03 1.13934004e+04 0.00000000e+00
8.32817322e+02 1.41694600e+04 0.00000000e+00
2.05890894e+03 1.35332803e+04 0.00000000e+00
2.72979004e+03 1.25500898e+04 0.00000000e+00
4.23348779e+03 1.13355703e+04 0.00000000e+00
3.29656909e+03 1.19948799e+04 0.00000000e+00
4.67303076e+03 8.30503906e+03 0.00000000e+00
4.89280176e+03 5.93382324e+03 0.00000000e+00
5.27450977e+03 4.59206201e+03 0.00000000e+00
3.84021289e+03 1.82757104e+03 0.00000000e+00
4.82339990e+03 -5.89912292e+02 0.00000000e+00
4.18722021e+03 -4.75399902e+03 0.00000000e+00
2.82232495e+03 -3.78237891e+03 0.00000000e+00
2.19771191e+03 -7.37968701e+03 0.00000000e+00
1.50369800e+03 -8.43227539e+03 0.00000000e+00
1.19139099e+03 -9.29979297e+03 0.00000000e+00
-1.49213098e+03 -8.58264453e+03 0.00000000e+00
-8.09683472e+02 -8.82554980e+03 0.00000000e+00
-1.88540601e+03 -9.19569141e+03 0.00000000e+00
-2.41748389e+03 -6.99797900e+03 0.00000000e+00
-3.75924512e+03 -5.84128809e+03 0.00000000e+00
-2.71822290e+03 -5.10100586e+03 0.00000000e+00
-3.05366406e+03 -3.87491406e+03 0.00000000e+00
-3.49320605e+03 -1.88540601e+03 0.00000000e+00
-3.22716699e+03 -7.17148193e+02 0.00000000e+00
-1.90854004e+03 -3.47007202e+02 0.00000000e+00
-2.26711401e+03 7.86549683e+02 0.00000000e+00
-2.11674390e+03 1.73503601e+03 0.00000000e+00
-1.17982495e+03 2.13987793e+03 0.00000000e+00
-4.51109406e+02 1.78130396e+03 0.00000000e+00
-7.40282104e+02 2.71822290e+03 0.00000000e+00
-6.94014404e+02 2.47531812e+03 0.00000000e+00
5.78345398e+02 2.77605811e+03 0.00000000e+00
2.77605804e+02 2.44061694e+03 0.00000000e+00
-8.09683533e+01 2.89172705e+03 0.00000000e+00
5.08943909e+02 2.89172705e+03 0.00000000e+00
9.83187073e+02 2.94956104e+03 0.00000000e+00
7.98116577e+02 3.18089893e+03 0.00000000e+00
3.00739594e+02 2.83389209e+03 0.00000000e+00
1.52683203e+03 3.56260693e+03 0.00000000e+00
1.64250098e+03 2.72979004e+03 0.00000000e+00
1.12198999e+03 3.37753711e+03 0.00000000e+00
1.72346899e+03 2.19771191e+03 0.00000000e+00
2.41748389e+03 2.44061694e+03 0.00000000e+00
2.42905103e+03 2.17457910e+03 0.00000000e+00
1.80443799e+03 7.17148193e+02 0.00000000e+00
2.74135693e+03 6.82447510e+02 0.00000000e+00
2.88015991e+03 -3.12306488e+02 0.00000000e+00
2.00107495e+03 -5.55211487e+02 0.00000000e+00
1.82757104e+03 -2.13987793e+03 0.00000000e+00
2.23241309e+03 -2.59098706e+03 0.00000000e+00
1.29549402e+03 -2.62568799e+03 0.00000000e+00
5.66778503e+02 -4.04841797e+03 0.00000000e+00
-5.78345413e+01 -4.54579492e+03 0.00000000e+00
3.23873413e+02 -4.90436914e+03 0.00000000e+00
-1.50369800e+03 -5.11257324e+03 0.00000000e+00
-1.79287097e+03 -5.91068994e+03 0.00000000e+00
-1.96637402e+03 -6.54687012e+03 0.00000000e+00
-2.51001904e+03 -6.25769678e+03 0.00000000e+00
-3.51634009e+03 -6.78977490e+03 0.00000000e+00
-3.60887500e+03 -7.28715186e+03 0.00000000e+00
-3.36596997e+03 -6.99797900e+03 0.00000000e+00
-4.15252002e+03 -7.56475684e+03 0.00000000e+00
-4.61519580e+03 -6.50060205e+03 0.00000000e+00
-3.84021289e+03 -6.76664111e+03 0.00000000e+00
-4.26818896e+03 -6.31553076e+03 0.00000000e+00
-4.53422803e+03 -4.59206201e+03 0.00000000e+00
-4.44169189e+03 -4.00214990e+03 0.00000000e+00
-3.77081201e+03 -1.95480701e+03 0.00000000e+00
-4.08311792e+03 -9.13785706e+02 0.00000000e+00
-4.49952686e+03 9.83187073e+02 0.00000000e+00
-3.13463208e+03 5.34391113e+03 0.00000000e+00
-3.28500195e+03 3.51634009e+03 0.00000000e+00
-3.23873389e+03 8.60577930e+03 0.00000000e+00
-2.47531812e+03 9.39232910e+03 0.00000000e+00
-1.17982495e+03 1.11157998e+04 0.00000000e+00
-7.63415894e+02 1.18329502e+04 0.00000000e+00
-1.38802902e+02 1.21452500e+04 0.00000000e+00
1.63093396e+03 1.43429600e+04 0.00000000e+00
3.62044189e+03 1.19486201e+04 0.00000000e+00
3.19246606e+03 1.11042305e+04 0.00000000e+00
5.88755615e+03 1.10926602e+04 0.00000000e+00
6.94014404e+03 9.08002246e+03 0.00000000e+00
8.20093652e+03 5.56368213e+03 0.00000000e+00
8.24720508e+03 4.90436914e+03 0.00000000e+00
9.45016309e+03 1.41116296e+03 0.00000000e+00
1.03755195e+04 8.79085022e+02 0.00000000e+00
8.95278613e+03 -4.25662207e+03 0.00000000e+00
8.65204688e+03 -3.50477295e+03 0.00000000e+00
8.46697559e+03 -5.87598877e+03 0.00000000e+00
6.84760889e+03 -7.21775000e+03 0.00000000e+00
4.59206201e+03 -7.61102490e+03 0.00000000e+00
3.15776611e+03 -7.99273291e+03 0.00000000e+00
1.81600403e+03 -6.72037305e+03 0.00000000e+00
-6.01479187e+02 -7.35655322e+03 0.00000000e+00
-3.27343506e+03 -5.88755615e+03 0.00000000e+00
-3.58574097e+03 -4.59206201e+03 0.00000000e+00
-5.40174609e+03 -3.30813501e+03 0.00000000e+00
-6.70880615e+03 -2.35964893e+03 0.00000000e+00
-7.46065479e+03 -1.13355701e+03 0.00000000e+00
-7.04424707e+03 3.70140991e+02 0.00000000e+00
-6.83604199e+03 1.37646204e+03 0.00000000e+00
-7.43752100e+03 1.61936694e+03 0.00000000e+00
-5.71405176e+03 2.61412109e+03 0.00000000e+00
-4.69616406e+03 3.27343506e+03 0.00000000e+00
-4.00214990e+03 3.27343506e+03 0.00000000e+00
-2.99582910e+03 3.30813501e+03 0.00000000e+00
-1.71190198e+03 3.29656909e+03 0.00000000e+00
-1.73503601e+02 3.51634009e+03 0.00000000e+00
-2.77605804e+02 2.84545898e+03 0.00000000e+00
7.86549683e+02 2.76449097e+03 0.00000000e+00
1.54996594e+03 2.19771191e+03 0.00000000e+00
1.87383899e+03 2.12831104e+03 0.00000000e+00
1.61936694e+03 1.75817004e+03 0.00000000e+00
2.12831104e+03 6.94014404e+02 0.00000000e+00
2.13987793e+03 1.22609204e+03 0.00000000e+00
2.34808203e+03 6.94014435e+01 0.00000000e+00
1.72346899e+03 2.66038910e+02 0.00000000e+00
2.40591699e+03 -4.97377014e+02 0.00000000e+00
2.32494800e+03 -1.31862695e+03 0.00000000e+00
2.53315308e+03 -3.58574097e+02 0.00000000e+00
2.41748389e+03 -2.29024805e+03 0.00000000e+00
2.84545898e+03 -1.89697302e+03 0.00000000e+00
3.30813501e+03 -2.37121606e+03 0.00000000e+00
2.78762500e+03 -2.70665601e+03 0.00000000e+00
3.29656909e+03 -3.03053003e+03 0.00000000e+00
2.99582910e+03 -4.03685107e+03 0.00000000e+00
2.98426196e+03 -3.05366406e+03 0.00000000e+00
2.54471997e+03 -4.41855908e+03 0.00000000e+00
1.63093396e+03 -4.68459717e+03 0.00000000e+00
1.79287097e+03 -4.55736084e+03 0.00000000e+00
3.23873413e+02 -5.23980908e+03 0.00000000e+00
-2.54472000e+02 -5.48271387e+03 0.00000000e+00
-1.21452502e+03 -6.62783789e+03 0.00000000e+00
-2.19771191e+03 -5.48271387e+03 0.00000000e+00
-2.84545898e+03 -7.11364795e+03 0.00000000e+00
-4.34915723e+03 -7.11364795e+03 0.00000000e+00
-4.51109424e+03 -6.22299609e+03 0.00000000e+00
-5.78345410e+03 -6.58156982e+03 0.00000000e+00
-6.10732715e+03 -6.50060205e+03 0.00000000e+00
-6.85917578e+03 -4.60362891e+03 0.00000000e+00
-7.18304883e+03 -4.38385791e+03 0.00000000e+00
-7.57632422e+03 -1.78130396e+03 0.00000000e+00
-7.55318994e+03 -1.90854004e+03 0.00000000e+00
-7.72669385e+03 1.63093396e+03 0.00000000e+00
-7.56475684e+03 4.88123486e+03 0.00000000e+00
-7.42595410e+03 2.35964893e+03 0.00000000e+00
-6.44276709e+03 1.03986504e+04 0.00000000e+00
-6.06105908e+03 7.73826123e+03 0.00000000e+00
-5.80658691e+03 1.21683896e+04 0.00000000e+00
-3.34283594e+03 1.11967695e+04 0.00000000e+00
-3.08836401e+03 1.31515703e+04 0.00000000e+00
-8.67518005e+02 1.44355000e+04 0.00000000e+00
-1.15669098e+02 1.14165400e+04 0.00000000e+00
3.00739600e+03 1.22609199e+04 0.00000000e+00
5.12414014e+03 1.14396699e+04 0.00000000e+00
4.80026709e+03 8.53637793e+03 0.00000000e+00
